Country,Year,Season,MAX_T_AVG,MEAN_T_AVG,MIN_T_AVG
BK,2021,WINTER,8.320800571837028,3.8245889921372407,-0.11602288984263238
BL,1942,WINTER,13.391803278688519,9.137704918032787,5.09016393442623
BL,1952,SUMMER,13.386666666666672,8.856666666666667,2.477777777777779
BL,1952,WINTER,11.506666666666666,5.87888888888889,-3.8055555555555576
BL,1953,SUMMER,12.602247191011232,8.264044943820222,2.262921348314606
BL,1953,WINTER,12.18695652173913,6.428260869565217,-2.4173913043478272
BL,1954,SUMMER,12.303409090909094,8.143181818181818,2.2454545454545447
BL,1954,WINTER,12.447826086956518,6.449999999999998,-2.3619565217391307
BL,1955,SUMMER,12.451685393258428,8.115730337078652,2.782022471910114
BL,1955,WINTER,12.476086956521746,6.686956521739136,-1.855434782608696
BL,1958,SUMMER,24.11648351648352,18.67032967032967,11.33186813186813
BL,1958,WINTER,21.459472049689445,15.044891640866872,6.49533762057878
BL,1959,SUMMER,23.063048498845262,18.017782909930716,11.329330254041574
BL,1959,WINTER,21.228721541155863,14.557517482517484,5.5085144927536245
BL,1960,SUMMER,18.845971563981042,13.511848341232225,7.081990521327015
BL,1960,WINTER,13.413114754098363,5.165760869565219,-6.0874999999999995
BL,1961,SUMMER,14.495,8.873333333333333,2.692777777777778
BL,1961,WINTER,13.357065217391305,4.946739130434783,-5.839444444444444
BL,1962,SUMMER,14.027966101694917,8.572881355932205,2.5830508474576286
BL,1973,SUMMER,25.03846153846154,21.560675883256526,15.853846153846154
BL,1973,WINTER,22.985401459854014,18.84254545454545,12.412345679012345
BL,1974,SUMMER,25.620960698689956,22.235243055555557,17.195292066259807
BL,1974,WINTER,23.4995374653099,19.056146788990826,12.025592417061612
BL,1975,SUMMER,26.50435413642961,22.55586107091172,16.406386066763424
BL,1975,WINTER,23.403490759753595,18.179200819672133,9.010718113612004
BL,1976,SUMMER,26.142857142857142,22.54586288416075,16.249211356466876
BL,1976,WINTER,24.70069071373753,19.808735632183907,10.819258089976323
BL,1977,SUMMER,26.581765557163532,22.865101156069365,16.685734974656047
BL,1977,WINTER,25.549456832475702,20.710199430199427,12.275132275132275
BL,1978,SUMMER,26.759486607142858,23.013596004439517,17.075681691708404
BL,1978,WINTER,25.460255152109912,20.233741429970614,12.089
BL,1979,SUMMER,26.549584487534627,22.78341625207297,17.399666481378542
BL,1979,WINTER,25.37913043478261,20.3375652173913,11.965334900117508
BL,1980,SUMMER,27.743452699091396,24.01286705819541,17.8168184252812
BL,1980,WINTER,24.996608253250425,20.244858757062143,12.376073268460217
BL,1981,SUMMER,27.81492192018508,24.18763005780347,18.71263035921205
BL,1981,WINTER,25.140513942044834,20.32051282051282,11.811810154525386
BL,1982,SUMMER,28.60693005181348,24.036634304207123,18.421984435797665
BL,1982,WINTER,26.5153449387492,20.754410817772047,13.178622482131255
BL,1983,SUMMER,29.155497771173852,24.38292501855977,18.32526002971768
BL,1983,WINTER,24.81232571109872,19.250529247910862,11.5534355479841
BL,1984,SUMMER,26.753874004344677,22.23490224475018,17.1540246555475
BL,1984,WINTER,24.53013947847181,18.560545454545455,10.672647975077883
BL,1985,SUMMER,27.991497093023252,23.33483309143687,17.89818313953488
BL,1985,WINTER,25.234331093463656,19.415394013439215,11.713930348258708
BL,1986,SUMMER,27.604777594728176,23.10139917695473,18.54341021416804
BL,1986,WINTER,26.43966894977168,20.796123147092366,13.228078250863062
BL,1987,SUMMER,28.024581497797353,23.646607929515422,17.809964726631396
BL,1987,WINTER,26.529438202247192,21.269157303370786,13.083646723646723
BL,1988,SUMMER,28.797744845360818,24.14458762886598,18.039974126778787
BL,1988,WINTER,26.351004888647477,20.41453362255965,11.253230259525125
BL,1989,SUMMER,28.857924888605986,23.967175572519082,17.598587026332687
BL,1989,WINTER,26.771069549970772,20.968322618351834,12.229688418577304
BL,1990,SUMMER,28.879354479688377,23.95370061213132,17.703232998885174
BL,1990,WINTER,25.340788662969814,19.49229821318546,10.877605459057074
BL,1991,SUMMER,28.95391229578676,24.520412548345515,18.771822490305905
BL,1991,WINTER,26.563207905739265,20.800759878419456,11.954471228615862
BL,1992,SUMMER,28.37017804154302,23.881495188749078,18.239256505576204
BL,1992,WINTER,24.863281919451584,19.692719486081373,11.8590830449827
BL,1993,SUMMER,28.688520614389645,24.18939088342074,18.01159127625202
BL,1993,WINTER,26.095759717314486,20.29089839152608,11.650881410256412
BL,1994,SUMMER,29.072207189795137,24.476729802860458,18.57116350985698
BL,1994,WINTER,27.44385832705351,21.555124340617937,12.319900687547747
BL,1995,SUMMER,29.069130601302188,24.483799310608955,18.564832627933825
BL,1995,WINTER,27.80702818408848,21.801176890156917,12.76510018214936
BL,1996,SUMMER,28.75163678877631,24.126344505066253,18.27897815912636
BL,1996,WINTER,26.6791196798836,20.691087668243,11.601920945696344
BL,1997,SUMMER,28.785032626427416,24.401671422747654,18.64323661626482
BL,1997,WINTER,26.73951255539143,21.102583979328166,12.689112602535422
BL,1998,SUMMER,29.09741379310345,25.007040229885057,19.283980815347725
BL,1998,WINTER,26.654807692307692,21.00406113537118,12.828803869832894
BL,1999,SUMMER,28.557831878732202,24.38640955004591,18.85925585668351
BL,1999,WINTER,26.071387043189365,20.02015761094981,11.087252839713925
BL,2000,SUMMER,28.874369927381466,24.36430401366353,18.367308515190413
BL,2000,WINTER,25.31295336787565,19.602936096718476,11.380430958663151
BL,2001,SUMMER,28.565263157894734,24.0957474791758,18.26911247803163
BL,2001,WINTER,27.29000360880549,21.357900432900426,12.761656891495603
BL,2002,SUMMER,29.353517041334296,24.639528985507244,18.71300872093023
BL,2002,WINTER,26.66263177026535,20.95577761627907,12.728071454611742
BL,2003,SUMMER,29.333986216902424,24.60087051142546,18.647332123411974
BL,2003,WINTER,26.997198981447795,20.960763636363637,12.267994100294983
BL,2004,SUMMER,29.029248694254722,24.497991161108875,18.486851628468035
BL,2004,WINTER,26.73626022040526,20.92040526128688,12.558222859190252
BL,2005,SUMMER,29.17680939749905,24.57173666288309,18.542900416508896
BL,2005,WINTER,27.28828625235405,21.339480617237484,12.638742857142857
BL,2006,SUMMER,28.796967309964554,24.32784560850729,18.726388341866873
BL,2006,WINTER,27.85802805923617,21.923978201634874,13.199960676366494
BL,2007,SUMMER,28.794319481509728,24.40708841463415,18.99165396341463
BL,2007,WINTER,27.04385653409091,20.827272727272728,11.60838387442026
BL,2008,SUMMER,28.528759689922484,24.20162727624952,18.740852713178295
BL,2008,WINTER,27.584808259587025,21.70548802946593,13.196279594137541
BL,2009,SUMMER,29.3006334125099,24.64279493269992,19.2459619952494
BL,2009,WINTER,27.05183431952663,20.97033530571992,13.331794248683677
BL,2010,SUMMER,30.10402602684018,25.298415278342134,19.86113146113146
BL,2010,WINTER,27.877185244587,21.40100080064051,12.955686913982877
BL,2011,SUMMER,28.93898947368422,24.40054736842105,19.426315789473684
BL,2011,WINTER,27.177305877305876,21.316916488222695,13.495535327264845
BL,2012,SUMMER,29.44766940853897,24.823658441049744,19.71919310614963
BL,2012,WINTER,27.679946421737466,21.53796402602373,13.418841698841698
BL,2013,SUMMER,30.074719551282044,25.323628354024834,19.899839743589748
BL,2013,WINTER,27.118261562998395,21.06347687400319,13.311300121506683
BL,2014,SUMMER,28.884627512810408,24.340370224497832,19.429349112426042
BL,2014,WINTER,27.21399144966965,21.395299145299145,14.022096648480124
BL,2015,SUMMER,29.974310415808976,25.15024671052632,19.752343749999998
BL,2015,WINTER,28.038704703161134,22.25510597302505,14.76900154798762
BL,2016,SUMMER,30.665363128491617,25.841371064168985,20.30514149063372
BL,2016,WINTER,27.887500000000006,21.701407318053874,13.41221001221001
BL,2017,SUMMER,30.142863036303638,25.416742268041247,19.992494845360824
BL,2017,WINTER,28.620398406374505,22.309717244125842,13.892771565495204
BL,2018,SUMMER,29.43555291319857,24.936925515055464,19.704595879556262
BL,2018,WINTER,26.290503018108648,20.29239436619718,12.529404617253947
BL,2019,SUMMER,29.642659693686962,25.47619402985075,19.71652985074627
BL,2019,WINTER,27.707326804497644,22.073712835387955,13.26656976744186
BL,2020,SUMMER,30.412456479690523,26.07531914893618,20.119349845201246
BL,2020,WINTER,27.037727759914254,20.271413276231264,12.646516613076095
BL,2021,SUMMER,30.103721604639933,25.139052682455294,19.772160463992265
BL,2021,WINTER,28.011732081911262,21.158347529812605,12.630158730158731
BM,1943,WINTER,20.58709677419355,14.574193548387097,7.387096774193548
BM,1944,SUMMER,29.864370078740155,26.083858267716536,23.020472440944875
BM,1944,WINTER,22.871162790697678,16.015348837209302,10.812093023255814
BM,1945,SUMMER,30.52509652509652,26.494015444015446,23.750193050193033
BM,1945,WINTER,24.98227848101266,16.98278481012658,9.885822784810127
BM,1949,SUMMER,27.464285714285715,25.65,23.564285714285713
BM,1949,WINTER,30.238095238095237,25.342857142857145,19.576190476190476
BM,1950,WINTER,31.033333333333335,25.511904761904763,19.002380952380953
BM,1954,SUMMER,29.86189320388349,26.721116504854365,24.303398058252423
BM,1954,WINTER,30.974999999999998,25.119565217391305,19.454347826086956
BM,1955,SUMMER,29.669168900804294,26.513941018766758,24.127493261455527
BM,1955,WINTER,29.81424802110817,23.696569920844325,17.113456464379947
BM,1956,SUMMER,29.42174603174603,26.328412698412695,23.967783094098884
BM,1956,WINTER,30.184047619047618,23.806666666666665,16.637619047619047
BM,1957,SUMMER,30.036997319034857,26.881550802139028,24.505645161290325
BM,1957,WINTER,30.4688888888889,25.31703703703704,19.04074074074074
BM,1958,SUMMER,30.409269162210336,27.23185053380783,24.761220825852785
BM,1958,WINTER,30.120634920634924,24.455952380952382,18.380555555555556
BM,1959,SUMMER,29.60116086235489,26.67645107794361,24.27533333333333
BM,1959,WINTER,30.39077598828696,24.299999999999997,18.388433382137624
BM,1960,SUMMER,29.93161094224924,26.78594539939333,24.259999999999998
BM,1960,WINTER,30.10124521072797,23.855747126436782,17.77423371647509
BM,1961,SUMMER,29.200640439158274,26.161496350364963,23.833486660533577
BM,1961,WINTER,30.296887966804984,23.558713692946057,18.437966804979258
BM,1962,SUMMER,29.788362068965515,26.556652360515024,24.26228448275862
BM,1962,WINTER,29.9437062937063,23.18076923076923,17.82027972027972
BM,1963,SUMMER,29.57209302325581,26.461627906976748,24.286046511627912
BM,1963,WINTER,30.406249999999996,23.2046875,17.498437499999998
BM,1964,SUMMER,29.67734375,26.5078125,24.139062499999998
BM,1964,WINTER,28.688750000000006,22.064999999999998,16.783749999999998
BM,1965,SUMMER,29.854918032786884,26.633115823817295,23.729344262295083
BM,1965,WINTER,30.299588477366253,22.613580246913582,15.695061728395059
BM,1973,SUMMER,29.915770609318997,26.694364937388194,23.697841726618705
BM,1973,WINTER,29.06789250353607,22.257738515901057,15.29399293286219
BM,1974,SUMMER,29.488558352402745,26.25558086560364,23.301605504587155
BM,1974,WINTER,28.580193756727663,21.637419354838705,14.131749460043197
BM,1975,SUMMER,29.633928571428573,26.25412026726058,23.20489977728285
BM,1975,WINTER,27.75304347826087,21.321875000000002,14.631304347826086
BM,1976,SUMMER,29.787610619469028,26.666371681415924,23.697777777777777
BM,1976,WINTER,28.79138321995465,21.941496598639453,15.120728929384965
BM,1977,SUMMER,30.46814404432133,27.31928374655648,24.030640668523677
BM,1977,WINTER,29.71651090342679,23.374223602484474,16.7196261682243
BM,1978,SUMMER,29.842105263157894,26.780000000000005,24.127320954907162
BM,1978,WINTER,30.498817966903072,23.671158392434982,17.083333333333332
BM,1979,SUMMER,30.23821339950372,27.214392059553344,24.48507462686567
BM,1979,WINTER,30.710743801652892,23.838016528925618,17.157676348547717
BM,1980,SUMMER,30.114331723027377,27.094363929146535,24.536231884057973
BM,1980,WINTER,30.342494714587737,24.045877378435513,17.92600422832981
BM,1981,SUMMER,30.314035087719297,27.206643356643358,24.294736842105262
BM,1981,WINTER,30.083464566929134,23.929448818897637,17.829652996845425
BM,1982,SUMMER,30.102159827213825,26.89913606911447,24.040388768898488
BM,1982,WINTER,29.513812154696137,22.761510128913436,15.859300184162063
BM,1983,SUMMER,31.457120500782477,28.00062597809077,24.657433489827856
BM,1983,WINTER,28.6180790960452,21.94915254237288,15.008806818181817
BM,1984,SUMMER,30.196306068601583,26.91767810026385,23.927176781002643
BM,1984,WINTER,29.731962025316452,23.709148264984226,17.106624605678235
BM,1985,SUMMER,29.682530120481935,26.695180722891564,24.096987951807233
BM,1985,WINTER,30.174193548387095,24.265395894428153,17.486430678466075
BM,1986,SUMMER,30.314666666666668,27.18755555555555,24.096444444444444
BM,1986,WINTER,31.034615384615375,24.89395604395604,17.764285714285712
BM,1987,SUMMER,30.379310344827587,27.27068965517241,24.73879310344827
BM,1987,WINTER,31.538655462184877,25.521848739495802,18.846218487394957
BM,1988,SUMMER,30.423999999999996,27.216000000000005,24.447999999999997
BM,1988,WINTER,32.14661016949153,25.858474576271185,19.13389830508475
BM,1989,SUMMER,30.35681818181818,26.981818181818184,23.77196969696969
BM,1989,WINTER,31.16350364963504,24.497810218978103,17.076642335766422
BM,1990,SUMMER,30.461506276150622,27.18786610878662,24.248535564853555
BM,1990,WINTER,29.69815668202764,23.4889400921659,16.38960739030023
BM,1991,SUMMER,30.915000000000003,27.70034423407918,24.378829604130807
BM,1991,WINTER,30.105359661495058,23.311971830985915,15.680790960451978
BM,1992,SUMMER,31.0739837398374,27.61056910569106,24.414634146341463
BM,1992,WINTER,27.668990384615384,21.59326923076923,14.911325301204819
BM,1993,SUMMER,30.789900990099017,27.423865877712032,24.09503968253968
BM,1993,WINTER,29.04571428571429,23.043,16.565759312320917
BM,1994,SUMMER,30.31024096385542,27.034698795180717,23.966989117291412
BM,1994,WINTER,29.628964757709245,22.974257425742575,16.08732083792723
BM,1995,SUMMER,31.390068493150686,27.928555176336744,24.371640091116177
BM,1995,WINTER,28.874384236453196,22.65246305418719,16.036374845869293
BM,1996,SUMMER,30.886363636363647,27.462553191489356,23.94261363636364
BM,1996,WINTER,29.318720748829946,23.834477379095162,17.601404056162245
BM,1997,SUMMER,30.12878787878788,27.096464646464643,24.3530303030303
BM,1997,WINTER,28.829946524064177,23.273066666666665,17.310160427807485
BM,1998,SUMMER,31.85452091767881,28.27071524966261,24.59122807017544
BM,1998,WINTER,30.547777777777764,24.906888888888883,18.669710467706015
BM,1999,SUMMER,30.967830188679255,27.5484934086629,24.020566037735843
BM,1999,WINTER,29.51694444444444,23.46897506925208,16.54792243767313
BM,2000,SUMMER,31.32041166380789,27.722793487574975,23.92047986289631
BM,2000,WINTER,29.16746166950596,22.405442176870746,15.019914893617019
BM,2001,SUMMER,30.785178571428574,27.39375,23.729159212880145
BM,2001,WINTER,29.77202797202797,22.974825174825174,15.678846153846152
BM,2002,SUMMER,30.802177554438856,27.447157190635455,24.260134003350082
BM,2002,WINTER,30.083707865168538,23.1859747545582,16.116129032258065
BM,2003,SUMMER,31.24933333333334,27.820674356699197,23.93398402839396
BM,2003,WINTER,29.528507992895197,23.220515097690942,16.218827708703373
BM,2004,SUMMER,31.04151359294637,27.580865102639294,23.78607038123167
BM,2004,WINTER,30.170263788968825,23.490287769784175,15.933693045563547
BM,2005,SUMMER,32.09873264936632,28.31954299458809,23.994404332129964
BM,2005,WINTER,30.704979253112036,24.583884297520665,17.80973084886128
BM,2006,SUMMER,31.421506105834474,27.90291525423729,24.116474576271187
BM,2006,WINTER,30.938510638297874,24.22063829787234,16.67127659574468
BM,2007,SUMMER,31.597544453852663,28.072151898734177,24.246160337552745
BM,2007,WINTER,30.1385948026949,23.48816169393648,16.114340712223292
BM,2008,SUMMER,31.313554633471647,27.720677731673582,23.845988934993088
BM,2008,WINTER,29.61370078740157,23.35763779527559,16.085826771653547
BM,2009,SUMMER,31.303315343099463,27.898307692307693,23.876769230769234
BM,2009,WINTER,30.685976505139497,23.714871794871797,15.572161172161175
BM,2010,SUMMER,31.89484356894553,28.462420382165607,24.394901506373117
BM,2010,WINTER,29.94498245614036,23.568513323983172,15.895932678821874
BM,2011,SUMMER,30.691710069444444,27.521475054229935,23.735835140997832
BM,2011,WINTER,29.245755182625864,23.084361124814993,15.53014306857425
BM,2012,SUMMER,30.60166151468315,27.409340023157085,23.61289575289575
BM,2012,WINTER,30.033488372093014,23.332790697674422,15.08662790697675
BM,2013,SUMMER,30.694283646888568,27.373880057803472,23.759140173410405
BM,2013,WINTER,29.63273381294963,23.197846374730794,15.337881508078995
BM,2014,SUMMER,31.110538702928878,27.775235109717865,24.10441599163836
BM,2014,WINTER,29.825030413625303,23.450714502888406,15.938917604134998
BM,2015,SUMMER,31.261785948785278,28.158557377049178,24.51927868852459
BM,2015,WINTER,29.822408687068116,23.765702071686945,16.309569220651106
BM,2016,SUMMER,30.56132075471697,27.837668463611863,24.51792452830189
BM,2016,WINTER,29.571953578336554,24.09219858156029,17.390522243713733
BM,2017,SUMMER,30.365917009819448,27.62533248891703,23.760449651678282
BM,2017,WINTER,29.33044883303411,24.061364452423692,16.987432675044882
BM,2018,SUMMER,29.991147036181676,27.27471146447807,23.311678644763862
BM,2018,WINTER,28.942789134696163,23.636180341641,16.179053486418372
BM,2019,SUMMER,31.108769269648715,28.025839010850362,23.74388089830936
BM,2019,WINTER,29.579785604900454,23.45946428571429,15.091198979591836
BM,2020,SUMMER,31.418079648179816,28.329777886258242,23.38955333170612
BM,2020,WINTER,29.76063069721605,23.619014778325127,14.761379310344829
BM,2021,SUMMER,31.4487417218543,28.123982020095177,23.32401481089659
BM,2021,WINTER,29.98958972927713,24.1861010326542,15.795199553446835
BN,1973,SUMMER,30.40449438202247,25.921797752808985,22.5
BN,1973,WINTER,34.63812154696133,28.02734806629834,22.1606648199446
BN,1974,SUMMER,29.652392947103273,24.94080604534005,21.944444444444443
BN,1974,WINTER,33.22287390029326,26.56715542521994,20.73607038123167
BN,1975,SUMMER,29.33248730964467,24.80406091370558,21.45431472081218
BN,1975,WINTER,33.48089171974522,26.273885350318473,20.280254777070063
BN,1976,SUMMER,29.34624145785877,25.068181818181813,21.519362186788154
BN,1976,WINTER,33.997920997921,27.015592515592516,20.789583333333333
BN,1977,SUMMER,29.840304182509506,25.526425855513306,21.973384030418252
BN,1977,WINTER,34.1328125,27.261523437500003,20.96673189823875
BN,1978,SUMMER,29.50920245398773,25.226993865030675,21.934560327198366
BN,1978,WINTER,34.73107569721115,27.710956175298804,21.326693227091635
BN,1979,SUMMER,29.87012987012987,25.45918367346938,22.32282003710575
BN,1979,WINTER,34.518367346938774,27.493265306122446,21.402862985685072
BN,1980,SUMMER,30.03711790393013,25.551091703056773,22.37636761487965
BN,1980,WINTER,33.97560975609756,27.40088691796009,22.07111111111111
BN,1981,SUMMER,30.078703703703702,25.675231481481482,22.358796296296298
BN,1981,WINTER,34.694386694386694,27.635062240663892,21.677083333333332
BN,1982,SUMMER,29.608880308880302,25.218918918918916,22.16023166023166
BN,1982,WINTER,34.15430861723447,27.014940239043824,21.075099601593624
BN,1983,SUMMER,30.017400000000002,25.524800000000003,22.421999999999997
BN,1983,WINTER,33.57556561085971,26.584943820224723,21.17117117117117
BN,1984,SUMMER,30.495940170940173,25.637820512820515,22.152350427350427
BN,1984,WINTER,34.108627450980386,27.092038834951456,21.490873786407768
BN,1985,SUMMER,29.974115456238366,25.4927374301676,22.086380597014923
BN,1985,WINTER,33.7645472061657,27.06647398843931,21.394219653179192
BN,1986,SUMMER,29.57779850746269,25.386940298507465,21.850746268656714
BN,1986,WINTER,34.15078431372549,27.38657587548638,21.174269005847954
BN,1987,SUMMER,30.728796844181456,26.34063116370809,22.911264822134388
BN,1987,WINTER,34.44875,27.95740740740741,22.144948453608247
BN,1988,SUMMER,29.5011214953271,25.42542056074766,22.182990654205607
BN,1988,WINTER,33.80523364485981,27.263754646840155,21.7228624535316
BN,1989,SUMMER,29.801960784313728,25.4478431372549,22.205882352941178
BN,1989,WINTER,33.32431906614786,26.357392996108953,20.642412451361867
BN,1990,SUMMER,30.15193370165746,25.71860036832413,22.439226519337016
BN,1990,WINTER,34.14161735700196,27.526900584795317,22.12456140350878
BN,1991,SUMMER,29.392187500000002,25.31183035714286,22.493080357142855
BN,1991,WINTER,34.206944444444446,27.47240704500978,22.21526418786693
BN,1992,SUMMER,29.133656174334142,25.045762711864406,22.19128329297821
BN,1992,WINTER,34.07409523809524,27.020303605313096,21.113333333333333
BN,1993,SUMMER,30.220961538461538,25.765576923076924,22.411153846153848
BN,1993,WINTER,34.13946360153257,27.283396946564885,21.446564885496183
BN,1994,SUMMER,29.652336448598135,25.481682242990654,22.425981308411213
BN,1994,WINTER,34.040661478599226,27.136821705426353,21.36879844961241
BN,1995,SUMMER,30.1644591611479,26.037086092715235,22.93377483443708
BN,1995,WINTER,34.259392789373805,27.462075471698117,21.458412098298677
BN,1996,SUMMER,30.301923076923078,25.9748076923077,22.54923076923077
BN,1996,WINTER,35.132838589981446,28.1908256880734,22.034862385321098
BN,1997,SUMMER,29.770881226053643,25.68850574712643,22.518965517241377
BN,1997,WINTER,34.503564727954966,27.7012987012987,21.914471243042676
BN,1998,SUMMER,30.00566801619433,25.996761133603233,22.797975708502026
BN,1998,WINTER,35.15544554455445,28.148039215686275,22.38529411764706
BN,1999,SUMMER,30.236053130929786,25.980075901328274,22.682732447817838
BN,1999,WINTER,34.424101479915436,27.751362683438163,22.15471698113208
BN,2000,SUMMER,30.16382488479263,25.865668202764976,22.579032258064515
BN,2000,WINTER,34.09973614775725,27.963281250000005,22.495052083333334
BN,2001,SUMMER,29.574647887323934,25.60442655935613,22.58551307847083
BN,2001,WINTER,34.742828685258964,27.710474308300395,22.00731225296443
BN,2002,SUMMER,30.252357320099257,25.853846153846145,22.859801488833746
BN,2002,WINTER,34.3990099009901,27.507635467980297,22.123645320197046
BN,2003,SUMMER,29.896692111959286,25.661068702290073,22.746564885496177
BN,2003,WINTER,34.80104438642297,28.13678756476684,22.85777202072539
BN,2004,SUMMER,29.769392523364488,25.5357476635514,22.487383177570095
BN,2004,WINTER,34.70786516853933,27.91565995525727,22.638255033557048
BN,2005,SUMMER,29.964379084967323,25.84901960784314,23.019934640522877
BN,2005,WINTER,35.12761194029851,28.2024630541872,22.932758620689658
BN,2006,SUMMER,31.419473684210526,26.587105263157902,23.28789473684211
BN,2006,WINTER,34.912386706948645,27.82634730538922,22.639221556886223
BN,2007,SUMMER,28.87281553398058,26.228155339805816,23.924271844660193
BN,2007,WINTER,35.07785888077859,27.46778846153846,21.88004807692308
BN,2008,SUMMER,30.5152808988764,25.799325842696636,22.646516853932585
BN,2008,WINTER,34.77043010752688,27.284800000000004,21.75013333333333
BN,2009,SUMMER,30.550943396226415,26.07796610169492,22.920903954802256
BN,2009,WINTER,35.7828125,28.095366795366797,22.386679536679537
BN,2010,SUMMER,30.64214559386973,26.268199233716476,23.22222222222222
BN,2010,WINTER,36.08670520231213,28.36129032258064,22.26015180265655
BN,2011,SUMMER,30.74163636363636,26.21669691470055,22.91179673321234
BN,2011,WINTER,34.9482109227872,27.55865921787709,21.354934823091245
BN,2012,SUMMER,29.85943925233644,25.478317757009343,22.506915887850468
BN,2012,WINTER,35.03636363636363,27.53202247191011,21.84550561797753
BN,2013,SUMMER,30.320345489443373,25.869673704414588,22.65662188099808
BN,2013,WINTER,35.394676806083645,27.76960600375235,21.59606003752345
BN,2014,SUMMER,30.37155172413793,26.04870689655172,22.941810344827584
BN,2014,WINTER,35.17845849802371,27.74148727984344,21.866927592954994
BN,2015,SUMMER,30.806844106463878,26.34068441064639,23.127376425855513
BN,2015,WINTER,34.69242424242424,27.017164179104473,20.792910447761194
BN,2016,SUMMER,30.267210144927535,26.09039855072464,23.07826086956522
BN,2016,WINTER,35.3509328358209,27.944547134935306,21.790757855822548
BN,2017,SUMMER,30.416758747697966,26.0572744014733,22.927071823204418
BN,2017,WINTER,35.18221797323135,27.884440227703987,21.818026565464898
BN,2018,SUMMER,30.30135135135135,26.011969111969112,22.87722007722008
BN,2018,WINTER,34.7108910891089,27.422134387351782,21.174703557312252
BN,2019,SUMMER,30.489855072463772,26.023007246376807,22.899275362318843
BN,2019,WINTER,35.06846011131725,27.687777777777786,21.32388888888889
BN,2020,SUMMER,30.219021739130437,25.81811594202898,22.66177536231884
BN,2020,WINTER,35.23867403314917,27.738095238095234,21.313186813186814
BN,2021,SUMMER,30.969202898550726,26.32228260869565,22.949456521739126
BN,2021,WINTER,35.1914,27.9914342629482,21.80099601593626
BO,1936,WINTER,1.1,-2.5,-11.4
BO,1937,SUMMER,23.412941176470593,17.76764705882353,11.631176470588233
BO,1937,WINTER,-4.5518518518518505,-7.061349693251531,-10.272222222222227
BO,1949,SUMMER,21.3875,16.3875,11.8625
BO,1949,WINTER,2.2353846153846155,0.005882352941176398,-2.531746031746032
BO,1950,SUMMER,20.705128205128208,15.561538461538463,10.171794871794873
BO,1950,WINTER,-3.2371428571428567,-5.900809716599194,-9.014285714285714
BO,1951,SUMMER,23.61304347826087,17.739130434782602,12.125543478260871
BO,1951,WINTER,-2.5567164179104482,-5.242574257425742,-7.837128712871288
BO,1952,SUMMER,22.482323232323232,16.982828282828283,11.558585858585857
BO,1952,WINTER,-1.7507614213197968,-3.9689655172413794,-6.7683417085427156
BO,1953,SUMMER,23.320171673819743,17.83862660944206,12.888412017167385
BO,1953,WINTER,-3.7061611374407577,-6.097222222222222,-8.586320754716981
BO,1954,SUMMER,23.365972222222222,18.12673611111111,13.142857142857142
BO,1954,WINTER,-6.390812720848057,-8.958275862068968,-12.119081272084806
BO,1955,SUMMER,22.40248175182482,17.241751824817516,11.816934306569344
BO,1955,WINTER,-2.3016025641025637,-4.626291079812206,-7.610668789808917
BO,1956,SUMMER,21.383502538071063,16.593147208121827,12.098984771573605
BO,1956,WINTER,-4.736567164179104,-7.115724815724816,-9.8965
BO,1957,SUMMER,22.33806706114398,17.215384615384618,12.279487179487178
BO,1957,WINTER,-0.5970893970893969,-2.774590163934427,-5.15615866388309
BO,1958,SUMMER,20.726932084309134,16.18018648018648,11.702797202797205
BO,1958,WINTER,-0.8813397129186605,-3.339529411764705,-6.4318072289156625
BO,1959,SUMMER,24.06779661016949,19.766908212560388,14.630750605326872
BO,1959,WINTER,-2.5113445378151265,-4.201656314699792,-6.166947368421053
BO,1960,SUMMER,22.18614457831325,18.065703971119135,13.57590361445783
BO,1960,WINTER,0.05361256544502619,-1.7687755102040819,-3.9216527196652717
BO,1961,SUMMER,22.251461988304094,17.15335929892892,12.155068226120862
BO,1961,WINTER,-1.7681470137825426,-3.9288753799392095,-6.720858895705523
BO,1962,SUMMER,19.76236111111112,15.131388888888893,10.705841446453404
BO,1962,WINTER,-2.503413940256046,-4.682011331444758,-7.289871611982883
BO,1963,SUMMER,23.84032496307238,18.146460176991148,12.302954209748894
BO,1963,WINTER,-7.118882175226587,-10.254078549848943,-13.955203619909504
BO,1964,SUMMER,23.179499596448746,17.676997578692493,12.053268765133172
BO,1964,WINTER,-3.0429535232383804,-5.758028379387603,-9.222972972972972
BO,1965,SUMMER,20.478013646702045,15.427424242424241,10.395072024260802
BO,1965,WINTER,-2.8900635930047702,-5.296217494089834,-8.5439586645469
BO,1966,SUMMER,22.553425655976678,17.10167638483965,11.48002915451895
BO,1966,WINTER,-3.9036759189797445,-6.346383296047725,-9.565315315315315
BO,1967,SUMMER,22.42392414296134,16.88606856309263,11.3308533916849
BO,1967,WINTER,-5.006607275426876,-7.975390334572491,-11.91368029739777
BO,1968,SUMMER,22.30482553823311,16.837861915367483,11.380400890868595
BO,1968,WINTER,-4.9944817300522,-7.621165191740412,-11.079910714285713
BO,1969,SUMMER,21.404832954914045,16.388752025931932,11.338274408044116
BO,1969,WINTER,-7.125492033739459,-10.122077114427862,-13.422010018785222
BO,1970,SUMMER,22.12902108907775,16.69537444933921,11.584305074062401
BO,1970,WINTER,-4.014460575007117,-7.041413288288288,-10.750996583143507
